Title,title,Journal,DOI,doi,Is_Development_Likely,Abstract,abstract
Mitochondrial calcium shapes B cell signaling and mitochondrial function.,Mitochondrial calcium shapes B cell signaling and mitochondrial function.,Frontiers in immunology,https://doi.org/10.3389/fimmu.2025.1710128,https://doi.org/10.3389/fimmu.2025.1710128,✅,"Calcium (Ca<sup>2+</sup>) signaling plays a pivotal role in determining B cell fate, shaping processes such as activation, differentiation, anergy or apoptosis. Upon B cell antigen receptor activation, Ca<sup>2+</sup> is rapidly mobilized from the endoplasmic reticulum and supplemented by Ca<sup>2+</sup> influx from the extracellular space, ultimately driving activation of various signaling pathways required for appropriate B cell responses. Although mitochondria also harbor significant levels of Ca<sup>2+</sup>, how mitochondrial Ca<sup>2+</sup> dynamics are regulated in B cells in response to activation or other cues remains unknown, as do the functional consequences of altered mitochondrial Ca<sup>2+</sup> levels. Chemical dyes as well as a genetically encoded Ca<sup>2+</sup> sensor with a mitochondrial targeting sequence were used to study mitochondrial Ca<sup>2+</sup> dynamics in response to various stimuli. Proximity ligation assays were performed to assess interaction between mitochondria and the endoplasmic reticulum. Primary mouse B cells and the Burkitt lymphoma cell line Ramos were used to study functional consequences of the loss of the Mitochondrial Calcium Uniporter. Here, we show that mitochondrial Ca<sup>2+</sup> levels dynamically respond to cell activation, stress and metabolic cues and that mitochondrial Ca<sup>2+</sup> uptake is largely dependent on the Mitochondrial Calcium Uniporter. Reduced mitochondrial Ca<sup>2+</sup> uptake has a negative impact on mitochondrial activity and also affects cell signaling. These findings demonstrate that changes in mitochondrial Ca<sup>2+</sup> contribute to shaping functional B cell responses. The spatial and temporal dynamics of Ca<sup>2+</sup> accumulation within distinct subcellular compartments, particularly the cytosol, endoplasmic reticulum and mitochondria, are essential for translating extracellular and intracellular signals into specific cellular outcomes. Our study provides new insights into the regulation of Ca<sup>2+</sup> homeostasis in B cells.","Calcium (Ca<sup>2+</sup>) signaling plays a pivotal role in determining B cell fate, shaping processes such as activation, differentiation, anergy or apoptosis. Upon B cell antigen receptor activation, Ca<sup>2+</sup> is rapidly mobilized from the endoplasmic reticulum and supplemented by Ca<sup>2+</sup> influx from the extracellular space, ultimately driving activation of various signaling pathways required for appropriate B cell responses. Although mitochondria also harbor significant levels of Ca<sup>2+</sup>, how mitochondrial Ca<sup>2+</sup> dynamics are regulated in B cells in response to activation or other cues remains unknown, as do the functional consequences of altered mitochondrial Ca<sup>2+</sup> levels. Chemical dyes as well as a genetically encoded Ca<sup>2+</sup> sensor with a mitochondrial targeting sequence were used to study mitochondrial Ca<sup>2+</sup> dynamics in response to various stimuli. Proximity ligation assays were performed to assess interaction between mitochondria and the endoplasmic reticulum. Primary mouse B cells and the Burkitt lymphoma cell line Ramos were used to study functional consequences of the loss of the Mitochondrial Calcium Uniporter. Here, we show that mitochondrial Ca<sup>2+</sup> levels dynamically respond to cell activation, stress and metabolic cues and that mitochondrial Ca<sup>2+</sup> uptake is largely dependent on the Mitochondrial Calcium Uniporter. Reduced mitochondrial Ca<sup>2+</sup> uptake has a negative impact on mitochondrial activity and also affects cell signaling. These findings demonstrate that changes in mitochondrial Ca<sup>2+</sup> contribute to shaping functional B cell responses. The spatial and temporal dynamics of Ca<sup>2+</sup> accumulation within distinct subcellular compartments, particularly the cytosol, endoplasmic reticulum and mitochondria, are essential for translating extracellular and intracellular signals into specific cellular outcomes. Our study provides new insights into the regulation of Ca<sup>2+</sup> homeostasis in B cells."
"Molecular Characterization and Pathogenicity of a Novel Recombinant NADC30-Like PRRSV Strain Isolated From Piglets Inducing Intestinal Inflammation, and Construction of Its Infectious Clone.","Molecular Characterization and Pathogenicity of a Novel Recombinant NADC30-Like PRRSV Strain Isolated From Piglets Inducing Intestinal Inflammation, and Construction of Its Infectious Clone.",Transboundary and emerging diseases,https://doi.org/10.1155/tbed/4893251,https://doi.org/10.1155/tbed/4893251,✅,"Porcine reproductive and respiratory syndrome virus (PRRSV) causes major economic losses in swine production worldwide, characterized by reproductive failure and respiratory disease. In China, the cocirculation of diverse strains drives ongoing viral evolution and the emergence of novel recombinants, posing serious challenges for disease control. Here, we report the isolation and characterization of a novel PRRSV strain (JS-YZ/2023) from a PRRS-suspected pig farm. Genomic analysis revealed a unique recombinant pattern between NADC30-like and HP-PRRSV lineages, distinct from previously reported recombinants. Experimental infection in piglets demonstrated significant pathogenicity, with persistent fever, severe anorexia, progressive weight loss, and pathological lesions including interstitial pneumonia with lymphocyte infiltration and marked disruption of intestinal villi. Notably, JS-YZ/2023 exhibited strong intestinal tropism, inducing a local cytokine storm in the small intestine and showing PRRSV-N protein antigen accumulation in crypt epithelial cells, as detected by immunohistochemistry. In addition, we successfully constructed a full-length infectious cDNA clone of JS-YZ/2023 incorporating a green fluorescent protein (GFP) reporter gene (rGFP-JS-YZ/2023). This engineered virus provides a valuable tool for investigating the pathogenic mechanisms of NADC30-like recombinants and facilitating vaccine development.","Porcine reproductive and respiratory syndrome virus (PRRSV) causes major economic losses in swine production worldwide, characterized by reproductive failure and respiratory disease. In China, the cocirculation of diverse strains drives ongoing viral evolution and the emergence of novel recombinants, posing serious challenges for disease control. Here, we report the isolation and characterization of a novel PRRSV strain (JS-YZ/2023) from a PRRS-suspected pig farm. Genomic analysis revealed a unique recombinant pattern between NADC30-like and HP-PRRSV lineages, distinct from previously reported recombinants. Experimental infection in piglets demonstrated significant pathogenicity, with persistent fever, severe anorexia, progressive weight loss, and pathological lesions including interstitial pneumonia with lymphocyte infiltration and marked disruption of intestinal villi. Notably, JS-YZ/2023 exhibited strong intestinal tropism, inducing a local cytokine storm in the small intestine and showing PRRSV-N protein antigen accumulation in crypt epithelial cells, as detected by immunohistochemistry. In addition, we successfully constructed a full-length infectious cDNA clone of JS-YZ/2023 incorporating a green fluorescent protein (GFP) reporter gene (rGFP-JS-YZ/2023). This engineered virus provides a valuable tool for investigating the pathogenic mechanisms of NADC30-like recombinants and facilitating vaccine development."
Performance evaluation and methods comparison of transcriptomic-based approaches for the characterization of wastewater treatment effluent.,Performance evaluation and methods comparison of transcriptomic-based approaches for the characterization of wastewater treatment effluent.,"Environmental pollution (Barking, Essex : 1987)",https://doi.org/10.1016/j.envpol.2025.127568,https://doi.org/10.1016/j.envpol.2025.127568,✅,"Wastewater treatment effluents (WWTE) present complex risks to aquatic ecosystems that are difficult to characterize using traditional methods. This study systematically evaluated the consistency and performance of transcriptomic-based approaches over time with repeated sampling and with differing experimental approaches (selection of reference condition, grab vs. composite sampling, deployed vs. laboratory exposed). RNA-seq was performed on larval fathead minnow (FHM) exposed in the laboratory to moderately hard reconstituted water (MRHW) or individual grab samples collected from an upstream site and a WWTE in the morning and afternoon over two successive days, as well as FHM deployed concurrently with grab sampling at the same sites. Composite transcriptional profiles were generated by pooling count data from grab sample exposures. The choice of comparator significantly affected results. The use of the upstream site as the reference consistently yielded fewer differentially expressed genes (DEGs) and minimal overlap compared to DEG sets from the other comparisons. Using MRHW as a comparator, DEG sets showed high consistency across grab samples, with morning samples demonstrating larger, highly consistent gene expression sets (96 % overlap) compared to afternoon samples, revealing clear and consistent within-day expression patterns. With the MHRW comparator, DEG sets from grab sample composites and deployments also overlapped substantially, indicating that transcriptional profiles accurately reflect WWTE composition regardless of exposure method. Comparisons with non-targeted (NTA) and targeted analytical datasets confirmed that gene expression interpretations aligned with effluent composition while highlighting limitations of relying solely on targeted analyte sets for connecting expression to specific chemicals. Though highly dependent on experimental design, these results demonstrate that transcriptomic-based methods provide significant utility for characterizing the bioactivity of complex environmental mixtures, and when paired with NTA datasets, have the potential to deliver a comprehensive assessment of their environmental risk.","Wastewater treatment effluents (WWTE) present complex risks to aquatic ecosystems that are difficult to characterize using traditional methods. This study systematically evaluated the consistency and performance of transcriptomic-based approaches over time with repeated sampling and with differing experimental approaches (selection of reference condition, grab vs. composite sampling, deployed vs. laboratory exposed). RNA-seq was performed on larval fathead minnow (FHM) exposed in the laboratory to moderately hard reconstituted water (MRHW) or individual grab samples collected from an upstream site and a WWTE in the morning and afternoon over two successive days, as well as FHM deployed concurrently with grab sampling at the same sites. Composite transcriptional profiles were generated by pooling count data from grab sample exposures. The choice of comparator significantly affected results. The use of the upstream site as the reference consistently yielded fewer differentially expressed genes (DEGs) and minimal overlap compared to DEG sets from the other comparisons. Using MRHW as a comparator, DEG sets showed high consistency across grab samples, with morning samples demonstrating larger, highly consistent gene expression sets (96 % overlap) compared to afternoon samples, revealing clear and consistent within-day expression patterns. With the MHRW comparator, DEG sets from grab sample composites and deployments also overlapped substantially, indicating that transcriptional profiles accurately reflect WWTE composition regardless of exposure method. Comparisons with non-targeted (NTA) and targeted analytical datasets confirmed that gene expression interpretations aligned with effluent composition while highlighting limitations of relying solely on targeted analyte sets for connecting expression to specific chemicals. Though highly dependent on experimental design, these results demonstrate that transcriptomic-based methods provide significant utility for characterizing the bioactivity of complex environmental mixtures, and when paired with NTA datasets, have the potential to deliver a comprehensive assessment of their environmental risk."
Chiral inversion mutagenesis identifies geometrically constrained residues within self-associating low-complexity domains.,Chiral inversion mutagenesis identifies geometrically constrained residues within self-associating low-complexity domains.,bioRxiv : the preprint server for biology,https://doi.org/10.64898/2025.12.17.694949,https://doi.org/10.64898/2025.12.17.694949,,"Many protein low-complexity domains (LCDs) reversibly self-associate to enable cellular function, yet fundamental questions remain regarding how polypeptide chemical and structural features beyond side chain identity contribute to LCD-LCD interactions. For instance, the folds adopted by globular proteins emerge from constraints enforced by homo-chirality of genetically-encoded polypeptides. However, it remains unclear to what extent similar geometric constraints apply to LCD self-association. Herein, we use protein total- and semi-synthesis to probe the contribution of C<sup>α</sup> stereochemistry to LCD self-association with synthetic Chiral Inversion Mutagenesis (ChIM). By introducing targeted L-to-D amino acid inversions, ChIM identifies C<sup>α</sup> stereocenters under geometric constraint without modification of side-chain functionalities. We apply ChIM to the LCDs of inner nuclear lamina protein Emerin and neurofilament light chain and find that chiral inversion produces strongly position-dependent effects upon LCD self-association. Our study describes essential structural features that enable LCD self-association and chemical strategies to interrogate LCD biochemistry.","Many protein low-complexity domains (LCDs) reversibly self-associate to enable cellular function, yet fundamental questions remain regarding how polypeptide chemical and structural features beyond side chain identity contribute to LCD-LCD interactions. For instance, the folds adopted by globular proteins emerge from constraints enforced by homo-chirality of genetically-encoded polypeptides. However, it remains unclear to what extent similar geometric constraints apply to LCD self-association. Herein, we use protein total- and semi-synthesis to probe the contribution of C<sup>α</sup> stereochemistry to LCD self-association with synthetic Chiral Inversion Mutagenesis (ChIM). By introducing targeted L-to-D amino acid inversions, ChIM identifies C<sup>α</sup> stereocenters under geometric constraint without modification of side-chain functionalities. We apply ChIM to the LCDs of inner nuclear lamina protein Emerin and neurofilament light chain and find that chiral inversion produces strongly position-dependent effects upon LCD self-association. Our study describes essential structural features that enable LCD self-association and chemical strategies to interrogate LCD biochemistry."
GFP Reporter System Reveals Cell-to-Cell Variability in Aquaporin-2 Expression.,GFP Reporter System Reveals Cell-to-Cell Variability in Aquaporin-2 Expression.,bioRxiv : the preprint server for biology,https://doi.org/10.64898/2025.12.16.694664,https://doi.org/10.64898/2025.12.16.694664,✅,"Vasopressin regulates transcription of the aquaporin-2 gene (<i>Aqp2</i>) in collecting duct principal cells. To investigate regulatory mechanisms in <i>Aqp2</i> gene transcription, we engineered an <i>Aqp2</i> reporter cell line using CRISPR/Cas9 to insert a green fluorescent protein (GFP) cassette at the endogenous <i>Aqp2</i> gene locus in mpkCCD cells. In the absence of dDAVP, a vasopressin analog, these cells exhibited low or undetectable GFP and Aqp2 expression in all cells. dDAVP stimulation (1nM dDAVP for 48hrs) markedly increased both GFP and Aqp2 expression together with reversal upon dDAVP removal. These observations demonstrate that GFP faithfully tracks Aqp2 expression. Interestingly, fewer than 50% of cells express GFP and Aqp2 after dDAVP or forskolin, indicating significant variability even though they were clonally-derived. We flow-sorted the GFP<sup>-</sup> cells (Aqp2<sup>-</sup>) and GFP<sup>+</sup> cells (Aqp2<sup>+</sup>), regrew them, and restimulated them separately with dDAVP. Cells originating from GFP<sup>-</sup> cells gave rise to both GFP<sup>-</sup> cells and GFP<sup>+</sup> cells, and GFP<sup>+</sup> cells similarly regenerated both GFP<sup>-</sup> and GFP<sup>+</sup> populations in the same proportion. Flow cytometry analysis of the DNA content showed variability in cell cycle phases, with most GFP<sup>+</sup> cells in G0/G1, and more GFP<sup>-</sup> cells in G2/S. RNA-seq analysis of the GFP<sup>-</sup> and GFP<sup>+</sup> cells revealed increased abundance of cell-cycle related transcripts in the GFP<sup>-</sup> cells. We conclude that: 1) heterogeneity in Aqp2 expression is related to cell cycle state; and 2) the newly generated reporter cell line will likely serve as a useful tool to study <i>Aqp2</i> transcriptional regulation.","Vasopressin regulates transcription of the aquaporin-2 gene (<i>Aqp2</i>) in collecting duct principal cells. To investigate regulatory mechanisms in <i>Aqp2</i> gene transcription, we engineered an <i>Aqp2</i> reporter cell line using CRISPR/Cas9 to insert a green fluorescent protein (GFP) cassette at the endogenous <i>Aqp2</i> gene locus in mpkCCD cells. In the absence of dDAVP, a vasopressin analog, these cells exhibited low or undetectable GFP and Aqp2 expression in all cells. dDAVP stimulation (1nM dDAVP for 48hrs) markedly increased both GFP and Aqp2 expression together with reversal upon dDAVP removal. These observations demonstrate that GFP faithfully tracks Aqp2 expression. Interestingly, fewer than 50% of cells express GFP and Aqp2 after dDAVP or forskolin, indicating significant variability even though they were clonally-derived. We flow-sorted the GFP<sup>-</sup> cells (Aqp2<sup>-</sup>) and GFP<sup>+</sup> cells (Aqp2<sup>+</sup>), regrew them, and restimulated them separately with dDAVP. Cells originating from GFP<sup>-</sup> cells gave rise to both GFP<sup>-</sup> cells and GFP<sup>+</sup> cells, and GFP<sup>+</sup> cells similarly regenerated both GFP<sup>-</sup> and GFP<sup>+</sup> populations in the same proportion. Flow cytometry analysis of the DNA content showed variability in cell cycle phases, with most GFP<sup>+</sup> cells in G0/G1, and more GFP<sup>-</sup> cells in G2/S. RNA-seq analysis of the GFP<sup>-</sup> and GFP<sup>+</sup> cells revealed increased abundance of cell-cycle related transcripts in the GFP<sup>-</sup> cells. We conclude that: 1) heterogeneity in Aqp2 expression is related to cell cycle state; and 2) the newly generated reporter cell line will likely serve as a useful tool to study <i>Aqp2</i> transcriptional regulation."
A stationary phase-specific bacterial green light sensor for enhancing metabolite production.,A stationary phase-specific bacterial green light sensor for enhancing metabolite production.,Nature communications,https://doi.org/10.1038/s41467-025-67829-8,https://doi.org/10.1038/s41467-025-67829-8,✅,"Genetically-encoded sensors are used to control protein and metabolite production in bacterial fermentations. However, these sensors are generally optimized for exponential growth rather than stationary phase where production occurs. Here, we find that our previously engineered E. coli green light sensor CcaSR, which functions robustly in exponential phase, fails in stationary phase due to spontaneous loss of an engineered chromophore biosynthetic pathway and accumulation of CcaS and CcaR. We optimize the genetic context and expression determinants of each component, resulting in a stable system named CcaSR<sub>stat</sub> that imposes little metabolic burden, exhibits low leakiness and an 80-fold green light response, and functions exclusively in stationary phase. We combine CcaSR<sub>stat</sub>-driven enzyme expression with varied static and periodic illumination patterns to achieve high titers of the industrially-relevant phenylpropanoid p-Coumaric acid and demonstrate that these optimizations scale to benchtop bioreactor conditions. Finally, we use CcaSR<sub>stat</sub> to optimize the expression level of a co-transcribed multi-enzyme metabolic pathway encoding production of plant-derived betaxanthin family pigments. Stationary phase-optimized bacterial sensors should enhance fermentation productivity by enabling rapid interrogation of the impact of enzyme expression level and induction dynamics.","Genetically-encoded sensors are used to control protein and metabolite production in bacterial fermentations. However, these sensors are generally optimized for exponential growth rather than stationary phase where production occurs. Here, we find that our previously engineered E. coli green light sensor CcaSR, which functions robustly in exponential phase, fails in stationary phase due to spontaneous loss of an engineered chromophore biosynthetic pathway and accumulation of CcaS and CcaR. We optimize the genetic context and expression determinants of each component, resulting in a stable system named CcaSR<sub>stat</sub> that imposes little metabolic burden, exhibits low leakiness and an 80-fold green light response, and functions exclusively in stationary phase. We combine CcaSR<sub>stat</sub>-driven enzyme expression with varied static and periodic illumination patterns to achieve high titers of the industrially-relevant phenylpropanoid p-Coumaric acid and demonstrate that these optimizations scale to benchtop bioreactor conditions. Finally, we use CcaSR<sub>stat</sub> to optimize the expression level of a co-transcribed multi-enzyme metabolic pathway encoding production of plant-derived betaxanthin family pigments. Stationary phase-optimized bacterial sensors should enhance fermentation productivity by enabling rapid interrogation of the impact of enzyme expression level and induction dynamics."
Nicotinamide salvage is required for proliferation and sustaining self-renewal in undifferentiated embryonic stem cells.,Nicotinamide salvage is required for proliferation and sustaining self-renewal in undifferentiated embryonic stem cells.,"Stem cells (Dayton, Ohio)",https://doi.org/10.1093/stmcls/sxaf081,https://doi.org/10.1093/stmcls/sxaf081,✅,"Stem cells use oxidized nicotinamide adenine dinucleotide (NAD+) in distinct subcellular compartments to support self-renewal and to regulate chromatin. There is limited information, however, about the biosynthetic pathways that replenish intracellular NAD+, which is continuously turned over in undifferentiated mouse embryonic stem cells. Establishing specific metabolic inputs for maintaining self-renewal can help direct reprogramming efforts. We used single fluorescent protein biosensors for in situ NAD+ measurements in J1 mouse embryonic stem cells. Sensors and controls were localized to the nucleus, cytoplasm, and mitochondrial compartments. Using a specific inhibitor for nicotinamide salvage, we found that loss of this pathway depleted NAD+ concentrations in all three subcellular compartments in undifferentiated culture conditions. We determined that loss of nicotinamide salvage reduced colony size, extended cell cycle, and resulted in diminished expression of self-renewal markers. Supplementation with precursors in the nicotinamide salvage pathway bypassed the pharmacological block, replenished cytosolic NAD+ levels, and reversed the effects on colony size. Notably, supplementation with deaminated precursors did not replenish intracellular NAD+ levels, suggesting minimal contribution from this pathway at this stage. In support, expression data from multiple mouse and human lines showed that nicotinamide salvage pathway enzyme NAMPT was predominantly expressed at the embryonic stem cell stage compared to the enzymes in other NAD+ biosynthesis pathways. Collectively, the data showed that undifferentiated embryonic stem cells heavily rely on nicotinamide salvage, indicating that this dependency is conserved.","Stem cells use oxidized nicotinamide adenine dinucleotide (NAD+) in distinct subcellular compartments to support self-renewal and to regulate chromatin. There is limited information, however, about the biosynthetic pathways that replenish intracellular NAD+, which is continuously turned over in undifferentiated mouse embryonic stem cells. Establishing specific metabolic inputs for maintaining self-renewal can help direct reprogramming efforts. We used single fluorescent protein biosensors for in situ NAD+ measurements in J1 mouse embryonic stem cells. Sensors and controls were localized to the nucleus, cytoplasm, and mitochondrial compartments. Using a specific inhibitor for nicotinamide salvage, we found that loss of this pathway depleted NAD+ concentrations in all three subcellular compartments in undifferentiated culture conditions. We determined that loss of nicotinamide salvage reduced colony size, extended cell cycle, and resulted in diminished expression of self-renewal markers. Supplementation with precursors in the nicotinamide salvage pathway bypassed the pharmacological block, replenished cytosolic NAD+ levels, and reversed the effects on colony size. Notably, supplementation with deaminated precursors did not replenish intracellular NAD+ levels, suggesting minimal contribution from this pathway at this stage. In support, expression data from multiple mouse and human lines showed that nicotinamide salvage pathway enzyme NAMPT was predominantly expressed at the embryonic stem cell stage compared to the enzymes in other NAD+ biosynthesis pathways. Collectively, the data showed that undifferentiated embryonic stem cells heavily rely on nicotinamide salvage, indicating that this dependency is conserved."
Harnessing CRISPR-Cas9 and CRISPRi systems to reverse antibiotic resistance in a clinical multidrug-resistant Escherichia coli isolate.,Harnessing CRISPR-Cas9 and CRISPRi systems to reverse antibiotic resistance in a clinical multidrug-resistant Escherichia coli isolate.,The Journal of antimicrobial chemotherapy,https://doi.org/10.1093/jac/dkaf442,https://doi.org/10.1093/jac/dkaf442,✅,"To evaluate the CRISPR-Cas9 and CRISPR interference (CRISPRi) systems as an antibiotic re-sensitization strategy for reversing multidrug resistance in a clinical Escherichia coli isolate. The CRISPR-Cas9 system was applied for precise deletion of the acrB gene from clinical E. coli isolate GP53 and homologous recombination (HR) was provided for accurate repairs of double-strand breaks. An arabinose-inducible CRISPRi system was developed and optimized using fluorescent reporter strain GH01. Multiple guide RNAs (gRNAs) targeting acrB were designed, and the most effective gRNA was selected based on its transcriptional suppression of gene acrB. The minimum inhibitory concentrations (MICs) of selected antibiotics in GP53ΔacrB, CRISPRi strains, WT and WT combined with efflux pump inhibitor PAβN were evaluated. The CRISPR-Cas9 system precisely deleted the acrB gene in clinical E. coli isolate GP53 with 11.46% knockout efficiency. The constructed arabinose-inducible CRISPRi system effectively repressed fluorescent protein expression in strain GH01. Although dCas9 expression increased with L-arabinose concentration, the transcriptional repression efficiency of the target gene under 1 mM induction reached a significant inhibitory level. The CRISPRi system targeting gene acrB exhibited 44.9%, 5.4% and 23.5% inhibition rates on the transcriptional levels with 1 mM L-arabinose for three distinct gRNAs. Both the knockout and CRISPRi strains successfully restored susceptibility of the multidrug-resistant E. coli GP53 to quinolones and tetracyclines, outperforming the effect of PAβN combination therapy. In this study, CRISPR-based systems effectively reversed multidrug resistance in a clinical E. coli isolate, advancing the applications of CRISPR systems in controlling bacterial multidrug resistance.","To evaluate the CRISPR-Cas9 and CRISPR interference (CRISPRi) systems as an antibiotic re-sensitization strategy for reversing multidrug resistance in a clinical Escherichia coli isolate. The CRISPR-Cas9 system was applied for precise deletion of the acrB gene from clinical E. coli isolate GP53 and homologous recombination (HR) was provided for accurate repairs of double-strand breaks. An arabinose-inducible CRISPRi system was developed and optimized using fluorescent reporter strain GH01. Multiple guide RNAs (gRNAs) targeting acrB were designed, and the most effective gRNA was selected based on its transcriptional suppression of gene acrB. The minimum inhibitory concentrations (MICs) of selected antibiotics in GP53ΔacrB, CRISPRi strains, WT and WT combined with efflux pump inhibitor PAβN were evaluated. The CRISPR-Cas9 system precisely deleted the acrB gene in clinical E. coli isolate GP53 with 11.46% knockout efficiency. The constructed arabinose-inducible CRISPRi system effectively repressed fluorescent protein expression in strain GH01. Although dCas9 expression increased with L-arabinose concentration, the transcriptional repression efficiency of the target gene under 1 mM induction reached a significant inhibitory level. The CRISPRi system targeting gene acrB exhibited 44.9%, 5.4% and 23.5% inhibition rates on the transcriptional levels with 1 mM L-arabinose for three distinct gRNAs. Both the knockout and CRISPRi strains successfully restored susceptibility of the multidrug-resistant E. coli GP53 to quinolones and tetracyclines, outperforming the effect of PAβN combination therapy. In this study, CRISPR-based systems effectively reversed multidrug resistance in a clinical E. coli isolate, advancing the applications of CRISPR systems in controlling bacterial multidrug resistance."
Alexidine is a TAZ-specific small-molecule inhibitor that suppresses breast cancer invasion and metastasis.,Alexidine is a TAZ-specific small-molecule inhibitor that suppresses breast cancer invasion and metastasis.,iScience,https://doi.org/10.1016/j.isci.2025.114116,https://doi.org/10.1016/j.isci.2025.114116,✅,"Breast cancer (BC) is the most diagnosed malignancy in women and often progresses to distant metastasis. Unfortunately, current treatments inadequately address the clinical needs of metastatic BC (MBC) patients. This highlights the importance of developing effective therapies for MBC patients. One of the Hippo signaling transducers, transcriptional co-activator with PDZ-binding motif (TAZ), plays a major role in BC progression. Since TAZ mostly interacts with TEAD to facilitate its function, targeting TAZ-TEAD interaction may become a treatment approach for MBC patients. To identify inhibitors of TAZ-TEAD binding, we established a sensitive TR-FRET biosensor and performed an ultra-high throughput screen. Alexidine was identified as a TAZ-TEAD binding inhibitor capable of suppressing TAZ-induced migration and invasion in BC cells as well as metastasis in bone-on-a-chip and mouse models. In conclusion, we describe a robust method for screening inhibitors of TAZ-TEAD interaction, contributing to the development of effective cancer treatments.","Breast cancer (BC) is the most diagnosed malignancy in women and often progresses to distant metastasis. Unfortunately, current treatments inadequately address the clinical needs of metastatic BC (MBC) patients. This highlights the importance of developing effective therapies for MBC patients. One of the Hippo signaling transducers, transcriptional co-activator with PDZ-binding motif (TAZ), plays a major role in BC progression. Since TAZ mostly interacts with TEAD to facilitate its function, targeting TAZ-TEAD interaction may become a treatment approach for MBC patients. To identify inhibitors of TAZ-TEAD binding, we established a sensitive TR-FRET biosensor and performed an ultra-high throughput screen. Alexidine was identified as a TAZ-TEAD binding inhibitor capable of suppressing TAZ-induced migration and invasion in BC cells as well as metastasis in bone-on-a-chip and mouse models. In conclusion, we describe a robust method for screening inhibitors of TAZ-TEAD interaction, contributing to the development of effective cancer treatments."
Glutamate indicators with increased sensitivity and tailored deactivation rates.,Glutamate indicators with increased sensitivity and tailored deactivation rates.,Nature methods,https://doi.org/10.1038/s41592-025-02965-z,https://doi.org/10.1038/s41592-025-02965-z,✅,"Understanding how neurons integrate signals from thousands of input synapses requires methods to monitor neurotransmission across many sites simultaneously. The fluorescent protein glutamate indicator iGluSnFR enables visualization of synaptic signaling, but the sensitivity, scale and speed of such measurements are limited by existing variants. Here we developed two highly sensitive fourth-generation iGluSnFR variants with fast activation and tailored deactivation rates: iGluSnFR4f for tracking rapid dynamics, and iGluSnFR4s for recording from large populations of synapses. These indicators detect glutamate with high spatial specificity and single-vesicle sensitivity in vivo. We used them to record natural patterns of synaptic transmission across multiple experimental contexts in mice, including two-photon imaging in cortical layers 1-4 and hippocampal CA1, and photometry in the midbrain. The iGluSnFR4 variants extend the speed, sensitivity and scalability of glutamate imaging, enabling direct observation of information flow through neural networks in the intact brain.","Understanding how neurons integrate signals from thousands of input synapses requires methods to monitor neurotransmission across many sites simultaneously. The fluorescent protein glutamate indicator iGluSnFR enables visualization of synaptic signaling, but the sensitivity, scale and speed of such measurements are limited by existing variants. Here we developed two highly sensitive fourth-generation iGluSnFR variants with fast activation and tailored deactivation rates: iGluSnFR4f for tracking rapid dynamics, and iGluSnFR4s for recording from large populations of synapses. These indicators detect glutamate with high spatial specificity and single-vesicle sensitivity in vivo. We used them to record natural patterns of synaptic transmission across multiple experimental contexts in mice, including two-photon imaging in cortical layers 1-4 and hippocampal CA1, and photometry in the midbrain. The iGluSnFR4 variants extend the speed, sensitivity and scalability of glutamate imaging, enabling direct observation of information flow through neural networks in the intact brain."
